"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 10 19:53:42 CST 2022","Thu Nov 10 19:53:44 CST 2022","1561","testcase_api","test_001_boss_ticket_top_count2","TestTopCount2","","","指挥中心顶部看板市级",""
"passed","Thu Nov 10 19:57:02 CST 2022","Thu Nov 10 19:57:02 CST 2022","230","testcase_api","test_052_boss_goods_prices","TestMoatOrgFullTree","","","销售数据管理--非煤矿价格及税收管理--列表关键字、地区、矿区筛选",""
"passed","Thu Nov 10 19:53:51 CST 2022","Thu Nov 10 19:53:52 CST 2022","1466","testcase_api","test_004_beacon_alert_list","TestBeaconAlertList","","","指挥中心左部告警信息--镇街",""
"passed","Thu Nov 10 19:56:47 CST 2022","Thu Nov 10 19:56:47 CST 2022","191","testcase_api","test_026_boss_goods_types","TestBossPointTree","","","税收监管--识别能力",""
"passed","Thu Nov 10 19:57:20 CST 2022","Thu Nov 10 19:57:20 CST 2022","660","testcase_api","test_076_gbserver_list","TestMoatOrgFullTree","","","告警中心--告警管理--告警类型",""
"passed","Thu Nov 10 19:56:44 CST 2022","Thu Nov 10 19:56:45 CST 2022","374","testcase_api","test_023_boss_ticket_produce_sale_rate","TestBossTicketProduceSaleRate","","","税收监管--矿产加工销售占比--镇街",""
"passed","Thu Nov 10 19:56:52 CST 2022","Thu Nov 10 19:56:52 CST 2022","189","testcase_api","test_034_moat_role_general","TestMoatRoleGeneral","","","组织管理--部门与成员--所有角色",""
"passed","Thu Nov 10 19:57:20 CST 2022","Thu Nov 10 19:57:21 CST 2022","651","testcase_api","test_076_gbserver_list","TestMoatOrgFullTree","","","告警中心--告警管理--告警类型",""
"passed","Thu Nov 10 19:57:10 CST 2022","Thu Nov 10 19:57:13 CST 2022","2478","testcase_api","test_060_boss_belt_data_trend","TestMoatOrgFullTree","","","销售数据管理--加工量--皮带秤流速和流量",""
"passed","Thu Nov 10 19:56:17 CST 2022","Thu Nov 10 19:56:18 CST 2022","633","testcase_api","test_014_boss_devices","TestBossDevices","","","驾驶舱矿区实景--加工量",""
"passed","Thu Nov 10 19:56:54 CST 2022","Thu Nov 10 19:56:55 CST 2022","601","testcase_api","test_042_boss_belt_datas","TestMoatOrgFullTree","","","矿山数据统计--生产数据--列表及关键字搜索",""
"passed","Thu Nov 10 19:56:23 CST 2022","Thu Nov 10 19:56:24 CST 2022","1051","testcase_api","test_016_boss_tickets","TestBossTickets","","","税收监管--矿产数据详情列表",""
"passed","Thu Nov 10 19:57:07 CST 2022","Thu Nov 10 19:57:07 CST 2022","207","testcase_api","test_057_boss_belt_data_belt_by_point","TestMoatOrgFullTree","","","销售数据管理--联单审核--加工量--某个实际的矿区的皮带设备",""
"passed","Thu Nov 10 19:56:29 CST 2022","Thu Nov 10 19:56:29 CST 2022","202","testcase_api","test_020_boss_point_select","TestBossPointSelect","","","税收监管--矿区选择--镇街",""
"passed","Thu Nov 10 19:54:01 CST 2022","Thu Nov 10 19:54:01 CST 2022","506","testcase_api","test_007_boss_belt_data_count_by_point","TestBossBeltDataCountByPoint","","","指挥中心顶部数据加工量详情--镇街",""
"passed","Thu Nov 10 19:53:50 CST 2022","Thu Nov 10 19:53:50 CST 2022","417","testcase_api","test_004_beacon_alert_list","TestBeaconAlertList","","","指挥中心左部告警信息--市级",""
"passed","Thu Nov 10 19:57:21 CST 2022","Thu Nov 10 19:57:21 CST 2022","246","testcase_api","test_077_iot_ipc_page","TestMoatOrgFullTree","","","告警中心--告警管理--告警类型",""
"passed","Thu Nov 10 19:57:18 CST 2022","Thu Nov 10 19:57:18 CST 2022","195","testcase_api","test_072_iot_belt_page","TestMoatOrgFullTree","","","告警中心--告警管理--告警类型",""
"passed","Thu Nov 10 19:56:20 CST 2022","Thu Nov 10 19:56:21 CST 2022","341","testcase_api","test_015_beacon_alert_count_by_type","TestBeaconAlertCountByType","","","税收监管--告警分类--镇街",""
"passed","Thu Nov 10 19:53:45 CST 2022","Thu Nov 10 19:53:46 CST 2022","1041","testcase_api","test_001_boss_ticket_top_count2","TestTopCount2","","","指挥中心顶部看板镇街",""
"passed","Thu Nov 10 19:57:26 CST 2022","Thu Nov 10 19:57:26 CST 2022","238","testcase_api","test_081_boss_belt_data_belt_summary_data_export","TestMoatOrgFullTree","","","矿山数据统计--加工销售数据统计列表筛选--加工量导出",""
"passed","Thu Nov 10 19:56:46 CST 2022","Thu Nov 10 19:56:47 CST 2022","686","testcase_api","test_025_boss_point_tree","TestBossPointTree","","","税收监管--识别能力",""
"passed","Thu Nov 10 19:56:16 CST 2022","Thu Nov 10 19:56:16 CST 2022","223","testcase_api","test_012_gbserver_device","TestGbserverDevice","","","驾驶舱矿区实景--全部监控(马真良为例)",""
"passed","Thu Nov 10 19:57:22 CST 2022","Thu Nov 10 19:57:22 CST 2022","340","testcase_api","test_078_iot_alert_ipc_page","TestMoatOrgFullTree","","","告警中心--告警管理--告警类型",""
"passed","Thu Nov 10 19:56:51 CST 2022","Thu Nov 10 19:56:52 CST 2022","460","testcase_api","test_032_moat_org_full_child_tree","TestMoatOrgFullChildTree","","","组织管理--部门与成员--所有部门",""
"passed","Thu Nov 10 19:56:53 CST 2022","Thu Nov 10 19:56:53 CST 2022","209","testcase_api","test_038_moat_role_system","TestMoatOrgFullTree","","","组织管理--角色管理--系统管理员",""
"passed","Thu Nov 10 19:56:27 CST 2022","Thu Nov 10 19:56:27 CST 2022","203","testcase_api","test_017_moat_area_tree","TestMoatAreaTree","","","税收监管--行政单位树--镇街",""
"passed","Thu Nov 10 19:55:38 CST 2022","Thu Nov 10 19:56:03 CST 2022","24867","testcase_api","test_007_boss_belt_data_count_by_point","TestBossBeltDataCountByPoint","","","税收监管今年累计加工量--镇街",""
"passed","Thu Nov 10 19:57:00 CST 2022","Thu Nov 10 19:57:00 CST 2022","251","testcase_api","test_046_boss_car_inout_datas","TestMoatOrgFullTree","","","矿山数据统计--销售数据核准--列表及搜索",""
"passed","Thu Nov 10 19:57:01 CST 2022","Thu Nov 10 19:57:01 CST 2022","189","testcase_api","test_048_boss_goods_price_select","TestMoatOrgFullTree","","","矿山数据统计--销售数据核准--详情--产品名称",""
